标题,歌曲id,所属歌单
八公里,2015305725,8451740188
等风也等卿,1997516999,8451740188
全世界的,1931543134,8451740188
就在那个下雨天,2028610975,8451740188
途,1971709917,8451740188
伊人夕岸,1964452495,8451740188
忘了呼吸,1901091650,8451740188
守在阳台的猫,1945329715,8451740188
灰色河堤,153532,8451740188
分手礼,390855,8451740188
月半小夜曲,1847408144,8451795201
月台,2020623231,8451795201
远行人,2021155959,8451795201
偶尔怀念,1909022829,8451795201
无声落单,1907766035,8451795201
换季,1875981250,8451795201
纯白季节,1892562719,8451795201
乡途,1872392494,8451795201
冬季恋歌,1915557869,8451795201
时间过客,1880503582,8451942918
完整的我,1492319397,8451942918
黑眼圈,28724346,8451942918
名为你的春,1970553941,8451942918
放下,1395844833,8451942918
想对你好,1462297351,8451942918
不晚,1996585497,8451942918
唤醒时差,1875246245,8451978551
无忘,1845960319,8451978551
海岸引力,1950352083,8451978551
莫妮卡,486999661,8459705888
有点想你,1872071235,8459705888
暑夏,1961500032,8459705888
弱点,1958418180,8459705888
斯诺曼,1808238935,8459705888
不被定义的风,1941118541,8459705888
Abracadabra,5365723,8465236964
Cherry Bomb,484249874,8465236964
Last Dance (Prod. GroovyRoom),1840238019,8465236964
Kill This Love,1357116203,8465236964
I Got a Boy,26165928,8465236964
Dreaming,1903396678,8465236964
챔피언,5324012,8465236964
ICONIC,1885142051,8465236964
爱情,2006761475,8458290725
爱不得忘不舍,1960565834,8458290725
弱虫だって,1868838401,8468766584
ハゼ馳せる果てるまで,1397619674,8468766584
Kiss Me More (Japanese Version),1849825723,8468766584
好きだから。 (Piano ver.),1883633181,8468766584
ブラウニー,1853173505,8468766584
D(evil) feat. yama,1916828102,8468766584
Magia,496902074,8468766584
南风过隙,2028376484,8458295772
偶尔也有风,1954407064,8458295772
아프지 마요,475072631,8470743660
Oh Ma Baby,22673548,8470743660
THIS IS LOVE,29019313,8470743660
아름다운 밤이야,22826935,8470743660
빙고 (거북이),1333410674,8470743660
SUMMER!,1378220830,8470743660
너라고 (It`s You),5391858,8470743660
这场青春值得骄傲,1841819403,8459668864
翠花,2046829307,8459668864
分分钟需要你,1950345110,8459668864
海边兜兜风,1895874874,8459668864
甜妹,1978994167,8459668864
風を食む,1485319473,8458002746
好きだから。,1889339132,8458002746
ありふれて花束 (feat. 菅原圭),1842115208,8458002746
あの夢をなぞって (Ballade Ver.),1929242801,8458002788
Answer,1821815008,8458002788
Envy baby,1842102768,8458002788
LOVE SONG,1348431322,8458002788
本当は夜の端まで、 (feat. おおお & くじら),1835698351,8458291300
喉咙唱的沙哑,1439142552,8458274128
驯服夜的光,1937129862,8458274128
橘色落日,1952197993,8458274128
Melody,1430000692,8458274128
如期,2036841029,8458321276
当你,1480380031,8458321276
只剩时间,2031144213,8457968783
盔甲,1381084509,8457968783
风,1870920871,8459647922
二度目の初恋,1998082815,8469953983
サンタモニカ・ロリポップ,1920315448,8469953983
LOVE DIVE -Japanese ver.-,2009678472,8469953983
プレロマンス,1972395003,8469953983
夜に浮かぶ,1488866474,8469953983
森の小さなレストラン,2047652597,8469953983
Partner,1935649708,8469953983
LILAC,1840198265,8470343840
VIBE (feat. Jimin of BTS),2042327110,8470343840
再说爱你 (Love Again),1444462543,8470343840
Fairytale,1986689744,8470343840
Touch Love,27804176,8470343840
눈의 꽃,5295207,8470343840
4 Walls,35956186,8470343840
조각품,1989385011,8470343840
Dive with you (feat. eaJ),1870546017,8470343840
冠军情歌 (feat. 罗言),2036171787,8459621291
GOD,1858696232,8459621291
At the Same Time,1843221913,8459621291
平行线,1937725093,8459621291
微光,2015889678,8459621948
男孩,482988834,8459621948
你大可不必,1859178836,8459621948
毒药,1840853459,8459621948
对酒,1846520882,8459621948
カラカラ,1988861403,8466000294
sh0ut,487003518,8466000294
PLAYING WITH FIRE,1460572579,8466000294
Voltage,1929600235,8466000294
BaNG!!!,1424024974,8466000294
踊,1840383399,8466000294
HALF,553543182,8466000294
Ready Steady (feat. 小豆沢こはね&白石杏&東雲彰人&青柳冬弥&初音ミク),1856968527,8466000294
シンデレラ,1867863168,8466000294
シェーマ,1826138323,8466000294
人间沼泽,1815195727,8470799785
多喝热水,1369588040,8470799785
35°的汽水遇到0°的冰,1956518984,8470799785
如晴天似雨天,1965578761,8470799785
为你唱一首Melody,1499351523,8470799785
黑暗的尽头,1471795341,8470799785
情歌,1434354649,8459661502
可乐,1340200924,8459661502
気分上々↑↑,1948795093,8466098097
LOST IN PARADISE,1483023596,8466098097
怪物,1893590233,8466098097
白金ディスコ,399367220,8466098097
爱のシュプリーム！,1861365150,8466098097
Wild Side,1407411415,8466098097
太陽系デスコ,459717345,8466098097
Ready Steady,1486054020,8466098097
ブラッディ・グルービー,2005258767,8466098097
紫荆花盛开,2112512190,8459675257
frwe,1968341847,8459608238
shootout x say yes to heaven,2032661389,8459608238
兜风,1498051726,8470428771
时缝里的情书,1860840870,8470428771
苦茶,1860542604,8470428771
棉花糖,1804329525,8470428771
正式的告白,1837044635,8470428771
哦,1355229432,8470428771
花香,4875649,8470428771
기억을 걷는 밤 (Walk On Memories),491484157,8470355793
Betcha,1377137659,8470355793
Tonight,5366613,8470355793
UN Village,1377137655,8470355793
Ma Baby (10년만기다려베이베),34229967,8470355793
All Mine,422094569,8470355793
星空与你,1878527963,8470355937
交叉神经,520012692,8470355937
透明,1960130239,8470355937
春日恋歌,1834348628,8470355937
DISCO,1915894947,8470355937
Bilmiding,1497607774,8470355937
在意,1916266864,8470355937
好不容易,81997,8470355937
狐狸的童话,1815105886,8459681279
Man on a Mission,465920383,8459681279
锅庄起舞,1818818753,8459681279
底牌,1887063853,8470823824
修普诺斯,1840986975,8470823824
一念之间,2022069284,8459676443
与你到永久,156910,8459676443
给未来的自己,254135,8459676443
Rollin',463840738,8459676443
All My People,28551589,8459621027
朝九晚五,1829880207,8459607369
艺术家,1814636483,8459607369
isahini,1954146692,8459607369
情绪收音机,1906009576,8459607369
你可别卷了,1918393295,8459607369
丑陋鼠草,1355292217,8459607369
柑橘乌云,1908083479,8459618351
绽放美妙惊喜,1853731672,8459736647
Soufflé,1892299737,8459736647
昨年花开,1846098008,8459736647
世界终结前一天,1900093943,8459736647
極楽浄土,411907897,8465439907
ツギハギスタッカート,30148963,8465439907
ドラマツルギー,526464312,8465439907
QUEEN,1970303952,8465439907
インフィニティ,1815179019,8470023811
願いごと,1928149524,8470023811
ヒロイン育成計画,1416874715,8470023811
寄り酔い,1820461433,8469062696
ロマンスの約束,1862479259,8469062696
孤島,1844956745,8469062696
Dun Dun Dance,1842022715,8465298006
POSE,1970779448,8465298006
Chewing Gum,427595408,8465298006
Volume Up,5415902,8465298006
전야 (前夜) (The Eve),491484150,8465298006
TAKE'EM ALL,1955073786,8465298006
Pixel world,2029849785,8465298006
HIGH HIGH,25864469,8465976506
Sticker,1878885378,8465976506
Rosé-On The Ground（Live）,1829768997,8465976506
Ko Ko Bop,491484151,8465976506
How You Like That,1458482960,8465976506
Diggity,1843726486,8465976506
Gangnam Style,22956421,8465976506
Devil,1389040913,8465976506
Forever Young,573581048,8465976506
DANCE WITH U,1955073790,8466095674
맙소사,34084971,8466095674
90's Love,1497586608,8466095674
Trouble Maker,22843672,8466095674
크레용 (Crayon),22833462,8466095674
Don't fight the feeling,1851071751,8466095674
Bar Bar Bar,506339101,8466095674
새벽한시 (1AM),28613218,8465208054
Dancing King,430208595,8465208054
365 FRESH,475207742,8465208054
Trap,26484764,8465208054
Black Suit,516358600,8465208054
まにまに,1939575649,8465208182
Clap your hands,1854912715,8465208182
Tot Musica,1970954341,8465208182
P△R△DISE,1497523618,8465208182
RAGE OF DUST,435552097,8465208182
Damn Girl (feat. Jackson Wang),1909236136,8465208182
I CAN'T STOP ME -Japanese ver.-,1927637081,8465208182
靠近,1893736474,8470394883
以为,1478099229,8470394883
即使喝醉也不会再打你的电话,1844449890,8470394883
Do It For The Show,1853572875,8470394883
Good One,1861036786,8466052246
Rap Guerrilla -Paradox Live All ARTISTS-,1833305412,8466052246
Jumping Into My World,1880876892,8466052246
激昂サバイブ(TV size),1840460874,8466052246
西充,2032784247,8718412079
而已 而已,526468031,8718412079
金马坊,409647018,8718412079
翡翠梦境,409647020,8718412079
开启惬意时刻 (流行电子版),1872294997,8718412079
登巴萨,1383742702,8718412079
现在现在,1903878884,8718412079
太阳雨,409647021,8718412079
没有什么,409646018,8718412079
香奴尔,409647019,8718412079
肯去承担爱,112692,8743278730
序曲,1350263437,8743278730
奉献,276458,8743278730
贺新春,27570916,8743278730
真情放水流,221690,8743278730
别再说想我,158929,8743278730
月光光(静夜版),331732,8743278730
是否我真的一无所有 (Remastered),569905100,8743278730
只有你 (Remastered),569903484,8743278730
相思河畔,211761,8743278730
任逍遥,543656148,8743388755
当爱已成往事,196753,8743388755
刀剑若梦,5281039,8743388755
流浪花,119106,8743388755
世界第一等,570839692,8743388755
真的想见你,255515,8743388755
祝福,1370871904,8743388755
谁为我停留,293939,8743687708
囚鸟,282131,8743687708
心愿,379785,8743687708
自己,255454,8743687708
情义无价,272979,8743354557
引子,1350263439,8743354557
再回到从前,557592180,8743354557
风飞沙,262081,8743354557
世间始终你好,112705,8743354557
桃花开,112688,8743354557
送你一把泥土,195407,8743526096
大圣歌,27552545,8743526096
四张机,112709,8743526096
掀起你的盖头来,294009,8743526096
我可以,65681,8745053336
独立,366137,8745053336
夜照亮了夜,156291,8745053336
甘心替代你,192955,8745053336
情人,77153,8745053336
蜀绣,5245937,8745053336
雨蝶,258235,8745053336
烟雨唱扬州,34986705,8745127586
好心分手,27713963,8745127586
弱水三千,189593,8745127586
老男孩,362998,8745169298
偏爱,27731339,8745169298
三十岁的女人,29567191,8745169298
我好想你,402070928,8745169298
哑巴,557583281,8745169298
最好的安排,421203948,8745025442
笑场,1374061038,8745025442
匿名的好友,523008521,8745082385
金玉良缘,28457938,8745082385
算你狠,63968,8806405359
I Love You,25699081,8806405359
0932,63781,8806405359
啼笑姻缘,63959,8806405359
小镇姑娘,5265182,8806405359
真爱等一下,26425123,8806405359
小镇姑娘,1983783563,8806405359
左边,523008547,8819653764
我都记得,1363921096,8819653764
甜蜜蜜,26608741,8819653764
庆祝,22740082,8819653764
情难枕,235609,8819653764
风月,29775777,8819653764
雪中莲,1296092906,8819653764
离歌 (Live),31877250,8819653764
相思垢,247516,8819653764
到底是谁的错,32803905,8819458553
那女孩对我说 (完整版),1372796676,8819458553
听风的鲸,1350493802,8819458553
Some Said Some,1371353321,8819458553
一个人想着一个人,26902124,8819458553
春天的故事,1335942985,8819458553
独特,516654052,8819458553
宽容,27955858,8819672984
凭什么,1352818682,8819672984
在水一方,1296092940,8819672984
蜜蜂 demo,40249612,8819672984
梨花又开放 (Live),31877131,8819672984
爱情36计,400161745,8819672984
幸福太短,1363921095,8819421689
心魔,1345525595,8819421689
无色忧伤,1301379372,8819421689
洒脱,401382412,8819421689
住在天狼星的那個人,545009030,8819421689
想你的夜 (Live),28427764,8819421689
从前的人,1374417362,8819421689
存在 (Live),28427721,8819421689
暗涌,25713074,8819103183
惠崇春江晚景 (其一),1329745223,8819103183
错的人,306920,8819103183
Mulan,1317420283,8819103183
Nobody Ever Wonders,1362921349,8819229099
生日祝福歌,1363510113,8819229099
微光,482386220,8819229099
第三人称,556203044,8819229099
白衣桃花剑,1336145655,8819229099
无底洞,454828893,8819485567
那年(初版),33556489,8819485567
不想再爱不明白的爱,29393644,8819485567
无你,1371582685,8819633286
和每天讲再见 (Live),1319075919,8819633286
光,1374061870,8819633286
China,507532178,8819633286
黑夜中 (Live),1370879993,8822879627
当你,27694145,8822879627
梁家姑娘,863489981,8822879627
刚好遇见你,486188225,8822879627
穿心,522320210,8822879627
拜托,480427115,8822879627
把悲伤留给自己,1320601301,8822879627
REFRESH,525238797,8822694926
你一定要幸福,1336774977,8822694926
你不来我不老 (对唱版),422960793,8822694926
像个孩子,1357399690,8822694926
但是我爱你 (Live),1370880018,8822694926
下一位前度,1338268561,8822694926
违章动物,27612225,8823056315
风吹着我向你跑来,1369998432,8823056315
千古(云音乐特别版),34057977,8823056315
只想对你说,488532353,8823056315
29,863471519,8823056315
茉莉雨,1366053680,8823056315
你瞒我瞒 (Speechless Live 2017),536243030,8823147255
这一分钟,5241873,8823147255
平凡之路 + See You Again (Live),406086764,8823147255
等我先说,26609650,8823147255
你一定要幸福 (cover 何洁),439121995,8823147255
疯狂的外星人,1343068722,8822977395
无言以说,1371069115,8822977395
背对背拥抱 (Live),108298,8822977395
天龙八部之宿敌,167691,8822977395
"这个年纪 (Live 深圳, 2018)",1301560948,8822977395
好爱好散,432509882,8822977395
关不上的窗,530451320,8823087971
西涌客栈+思念一个荒废的名字 (1/7 Concert Live),1296092107,8823087971
我还记得,1350329896,8823087971
不搭,29764563,8823087971
醉乡,29130094,8823087971
每段路,1320340708,8823121923
疯人愿,156011,8823121923
还有我,571336514,8823121923
再见了大别山,29023241,8823121923
其实我还好,25694250,8823121923
旅行,167654,8823121923
让我做你的眼睛,411988657,8823000436
有多少人和我一样,1360802499,8823000436
虎口脱险 (Live),408332849,8823000436
水仙,1366053677,8823000436
Don't You,1352818739,8892443081
Kelly,1834081193,8892443081
Circles in a square,1352820186,8892443081
Sixth,1409995144,8892443081
如果是你,1356972632,8892443081
Fragile People Fragile Lie (Rolling Live),2057245280,8892443081
Noname (Live),1337742783,8892443081
现在进行时,1861862607,8892443081
Lovesong,2007265806,8892443081
Star-Crossed,1970516649,8892443081
I Got The Feeling,1375990929,9087587822
Kinda Blue,1871871950,9087587822
Love At Distance,1299830445,9087587822
Shanghai,1345508000,9087587822
Blossom,545132621,9087587822
飞 (Live),1875266269,9087587822
京韵,1309329390,9087587822
i dont love u any more,1378992810,9087587822
唐人街,1325923717,9087587822
迷些路,447079474,9359689302
눈물이 기억해,2014342451,9359689302
我又不是女超人,1323302847,9359689302
是爱还是陪伴,543656521,9359689302
Never Lose Your Smile,1323302848,9359689302
梦游,1369955750,9359689302
稀有植物,1369955783,9359689302
GOT U！,1868505008,9359689302
少一点天份,29790225,9359689302
微笑带过,447076540,9359689302
ᴍᴀʏㅤ ɪ ʟᴏᴠᴇ ʏᴏᴜ,1447197941,9745927701
Style,29572502,9745927701
Past Lives / Promise,1308782023,9745927701
我怀念的(Live),316563,9748046075
你离开他了吗,471882270,9748046075
失声,449824965,9748046075
先爱自己 也好,1930213687,9748046075
原谅你了,1832640394,9748046075
谋情害命,64691,9748046075
流沙 (Reimagined),2059532170,9748046075
无常,1840724854,9748046075
我爱你到底,258709,9748046075
爱在波希米亚,141093,9748046076
我不走,1375400813,9748046076
平行宇宙,27506895,9748046076
长江水,84206,9748046076
欲走还留,219561,9748046076
从前,156519,9748046076
无眠,240653,9748046076
See You Next Time (Acoustic Version),1480251630,9748046076
悲情主角,26270052,9748046076
深深地（完人Tour Live）,1869293942,9748046076
甜歌如你,1439628139,9748046080
我们的猫,1353010204,9748046080
一天加点爱 (feat. Karencici),1843320381,9748046080
环游,1365490642,9748046080
深潜在你的蓝,1998922130,9748046080
STAR DUST,1444483855,9748046081
Newtopia,2081569321,9748046081
별자리 (2023),2084017142,9748046081
Wave in my heart,2091507872,9748046081
첫 페이지,1803451060,9748046081
투명한 하늘,1836783559,9748046081
곳에 따라 비,22842145,9748046081
Promise (Notation from Senor Juwon Park),1406271774,9748046081
늦은 아침,2097184879,9748046081
NIce,496870584,9748046081
是我,1432632134,9754600902
最好,1294910785,9797845201
一万次悲伤 (Live),1338146897,9797845201
你不是第一个离开的人,1970559930,9797845201
巴赫旧约,165405,9797845201
我们爱过就好,26600199,9797845201
久病成医,475207458,9797845201
The Moment,287318,9797845202
My Deer (纯享版),2062926179,10085721735
Senorita (live),2072535589,10085721735
19,1331724234,10085721735
遇见 (Live),2062562317,10085721735
我最亲爱的 (Live),2062567765,10085721735
imma fool,1331645046,10085721735
Don't Look Up,2002751661,10085721735
自己 (live),2086015298,10085721735
我真的很不错 (Live),2062562460,10085721735
主人,1956161749,10085721735
PH-8,2009561955,10085748427
Miss You,2068111443,10085748427
Misty Memory (Night Version),2070351310,10085748427
也许,481832671,10085748427
Green Sky,481810285,10085748427
悄 (Live),2065154435,10085748427
金枪鱼,2009561945,10085748427
Peppermint,1462237512,10085748427
呆了兽,2108552692,10085748427
Another Earth,2009561944,10085748427
健忘,2080463447,10084848530
健忘,2093544454,10084848530
披风,2093544453,10084848530
异兽乌托邦 (Live),1882397564,10084848530
Dear Old Friend (《爱幽的密室》插曲),2042927965,10084848530
JUST WAIT AND YOU'LL SEE,2093544450,10084848530
听见我的小宇宙 (Live),1891169971,10084848530
木兰 (Live版),2030768900,10084848530
若 (Live),1885117173,10084848530
滤镜 (Live),1888864256,10084848530
卡式磁带,1909339366,10141959230
交换情绪,1874421249,10141959230
美好的一切终会被定格,2048875066,10141959230
Dance Time,1874422094,10141959230
害怕,521784103,10141959230
这首歌要单曲循环好多遍,1996830524,10141959230
再给世界一个拥抱,1440079854,10141959230
配不上你,448594038,10141959230
晕眩的脸红,1997493250,10141959230
千禧童话 (Live),1294951926,12652989297
你怎么睡,1808040359,12652989297
呼吸,864100987,12652989297
过萃,1962964339,12652989297
花 (Live),1302943051,12652989297
好事,1962964336,12652989297
一程不顺时时常有,2050390950,12652989297
摇篮,1883365186,12652989297
鼻鼻,1426062305,12652989297
划船,1843672409,12652989297
暮野荒原,2065224405,12714875934
国,1883048573,12714875934
相遇在广袤无垠的宇宙 (原创live),2080479263,12714875934
猴笼 (live),2082433524,12714875934
阿努比斯,2121924430,12714875934
海街寺庙 (原创live),2086015563,12714875934
Set Me Free,488647774,13283644803
回声Echo (Studio Live),1496079008,13283644803
Belated Suffocation,1995404463,13283644803
Don't Get My Hopes Up,2063401934,13283644803
Axwell Λ Ingrosso - I Love You (Chace Remix),475325845,13283644803
The Highway Scene,549085965,13283644803
Gone,1995404462,13283644803
Trust Issue,1995405388,13283644803
Lucky (feat. Yade Lauren),487608625,13283644803
In My Head,1995405390,13283644803
浓缩蓝鲸,1864619253,13336963526
北海道恋人,1405541519,13336963526
最后的水族馆 (Live),2146726015,13336963526
双人跳水 (solo version),2006484866,13336963526
四月是适合说谎的日子,1838531847,13336963526
Ophelia,1404530797,13336963526
劣根,2659317957,13336963526
LATATA,556203085,8064042326
한 (一),1300885831,8064042326
화(火花),1811118551,8064042326
LION,1435996622,8064042326
이리 와 (Attention),27896641,8064042326
DINOSAUR,491950112,8044702782
거짓말,22673551,8044702782
하루하루,22673504,8044702782
一直都在,1444101384,8026665220
长江绝恋,1876160185,8026665220
云纹,1876163092,8026665220
飞奥门,1876163087,8026665220
莫愁湖,1876160182,8026665220
夕阳武士,1876163091,8026665220
我怀疑你曾来过,1396377448,8026665220
闻舟,1453980074,8026665220
Drive,1941624838,8025393155
TE AMO,1941618607,8025393155
Rose,1941624835,8025393155
Charging (Feat. JUNNY),1941618617,8025393155
Weather,1858811230,8025393155
삠삠 (BEAM BEAM),1858811967,8025393155
Psycho,1858811971,8025393155
Quit,1858811970,8025393155
Is this bad B***h number?,1858811233,8025393155
花花公子,1426022018,8026306596
R&B All Night (Masiwei Remix),1457248123,8026306596
天使にふれたよ!,22803908,7775440921
僕の戦争,1844193709,7775440921
紅蓮の弓矢,26608719,7775440921
ダーリン・ブルー,1966859729,7775440921
Identity Crisis,1965928944,7775440921
CARNIVAL,1965928930,7775440921
花火,1426111015,7775440921
カブトムシ,1426112299,7775440921
恋をしたのは,431610015,7775440921
聴こえる?,1936214184,7775440921
Beautiful Journey,1375914761,7762568486
My Little Rose,1978686126,7762568486
I’ll be by your side,1941665921,7762568486
マイレージ,1998354288,7762568486
Slow & Easy,33395054,7762568486
3月の帰り道,1920323696,7762568486
陽のあたる場所へ,1465230223,7762568486
"Three Two, One",488256311,7762568486
MASK,1998353445,7761336468
勿忘,1922371840,7761336468
夏の午後はコバルト,1858167761,7761336468
またたき,1837802979,7761336468
Zero Gravity,1366515390,7761336468
花期,1448210862,7708579283
阅读爱情,1864053999,7708579283
I don't care,1948398812,7708579283
Treasure,1926530320,7708579283
羞答答的玫瑰静悄悄地开,1864052151,7708579283
知道不知道,1864054004,7708579283
就好,1974916045,7708579283
声声念,1815916010,7708579283
花信,1815914103,7708579283
醉清欢,1815914102,7708579283
Phantom,2009958860,7705295465
Diamonds Only,2009956976,7705295465
Good Life,2009958862,7705295465
时间拼图 (Broken Love),2009958863,7705295465
Bounce Back,2009958865,7705295465
Try My Luck,2009956982,7705295465
这时烟火 (Back To You) (Bonus Track),2009956983,7705295465
Low Low (Bonus Track),2009956984,7705295465
秘境 (Kick Back),1826486247,7705295465
无翼而飞,1364171434,7705295465
老派约会之必要,1965085154,7702734469
Part Of The Band,1961608128,7702734469
CHURCH GIRL,1967695587,7702734469
明天再见,1966544147,7702734469
可惜我是水瓶座 (Live),1960868406,7702734469
Oceans and Engines,1961316397,7702734469
Movies,1958623259,7702734469
和平鸽,1966823775,7702734469
有你,1967353166,7656009368
花湮灭,1856056090,7656009368
秘密花园,1919481847,7656009368
In My Dream (feat.曾涵江),1970570174,7656009368
Super Power,1811098970,7656009368
天然系少女,1806285853,7656009368
小二,1856056089,7656009368
小故事2.0,1860572783,7656009368
Best Gift Ever,1492550069,7656009368
我放弃,1967140748,7593752130
越界,1967086732,7593752130
分手不分离,1335841933,7593752130
最好的我们,1412426390,7593752130
单身,1345693071,7593752130
你也会像我一样,1368327738,7593752130
后果 (Ending),1823241282,7593752130
她与你 (She and You),1823241281,7593752130
无常家,1920639372,7558085126
Let Somebody Go (Piano Version),1928483867,7558085126
凝固的瞬间有火在烧,1937358444,7558085126
蜚蜚 (Live),1940769779,7558085126
但求疼,1950291730,7558085126
NEXT 2 U,1949098790,7558085126
Buddy's Rendezvous,1954886022,7558085126
AS IF IT'S YOUR LAST -JP Ver.-,1325898352,7543846523
WHISTLE,424477572,7543846523
Ice Cream (with Selena Gomez),1474621418,7543846523
FANTASTIC BABY,5366197,7543802650
FXXK IT(에라 모르겠다),445845796,7543802650
봄여름가을겨울 (Still Life),1935204089,7543802650
LAST DANCE,445844849,7543802650
붉은 노을,22673481,7543802650
BAD BOY,5366195,7543802650
커플 (2016),443875567,7544046250
Missing You,22833463,7544046250
I Love You,5415898,7544046250
RHYTHM TA (리듬 타),35090569,7544046250
勇气,254306,7531996800
伤痕,255894,7531996800
最浪漫的事,329994,7531996800
真实 (Live),1981804992,7570930859
我的美丽 (Live),1981804989,7570930859
我想你了 (Live),1981803355,7570930859
迟吾行 (Live),1981803366,7570930859
小镇姑娘 (Live),1981804739,7570930859
你是我最深爱的人 (Live),1981808084,7570930859
一生所爱 (Live),1981804748,7570930859
回不去的夏天 (Live),1981808085,7570930859
我也很想他 (Live),1981804747,7570930859
你是不是误会什么 (Live),1981803590,7570930859
Time Lapse,461167196,7738801757
들리나요...,5316513,7738801757
Circus,573168618,7738801757
Rain,402073488,7738801757
Blue,1353010538,7738801757
Spring Day,459139374,7738801757
Butterfly,37240486,7738801757
DOPE,411315796,7738801757
Euphoria,1303028510,7738801757
Trivia 轉 : Seesaw,1303026554,7738801757
恒温,28699298,7532093618
最后一首情歌,543656984,7532093618
干啦干啦,1407741544,7532093618
小心肝,454924322,7532093618
我不想改变世界 我只想不被世界改变,454966179,7532093618
Let Me Fall,1397616561,7532093618
想见你,385535,7527040823
别人都说我们会分开,385409,7527040823
身边,385511,7527040823
朋友,385407,7527040823
我找你找了好久,385416,7527040823
伤心地铁,385537,7527040823
恍然大悟,385551,7527040823
是你变了吗,385667,7527040823
没你的日子,385541,7527040823
不完美小孩,524003571,7492288721
明天见,2069924424,7492288721
Heart,29393538,7492288721
大梦想家,33894830,7492288721
U,5392355,7462589884
I (feat. Verbal Jint),35090760,7462589884
Bad Boy,533455456,7462589884
Miracle,22739604,7462589884
Oh!,22735051,7462589884
"""O""-正.反.合.",22644247,7462589884
CALL ME BABY,31191712,7456351467
늑대와 미녀 (Wolf),26428003,7456351467
LOVE ME RIGHT,32408433,7456351467
EXODUS,31209332,7456351467
Lotto,425280805,7456351467
remember,1311347592,7454125506
Oz.,1884490658,7454125506
βios,498096,7454125506
LAST STARDUST,33418857,7454125506
青い栞,27684881,7454125506
unlasting,1397725153,7454125506
gravityWall,482999012,7454125506
Brave Shine,476081881,7454125506
BOY,1883113720,7454125506
热情的沙漠,176706,7368640987
情非得已,176605,7368640987
情非得已 (Live),399953224,7368640987
让我一次爱个够 (Live),399953225,7368640987
回不去的时光,25776121,7368640987
春泥 (Live),399954225,7368640987
让我一次爱个够,177369,7368640987
凯文克莱不让步,26304071,7368640987
关不掉的月光,26145667,7368640987
快乐颂,177379,7368640987
快乐崇拜,327190,7347059371
寓言,327208,7347059371
手心的太阳,327161,7347059371
潘朵拉,327116,7347059371
是非题,229302,7346885923
最初的梦想,229394,7346885923
一个像夏天一个像秋天,229336,7346885923
全世界失眠,229383,7346885923
1到10=我和你,229185,7346885923
黑白配,229334,7346885923
我们的纪念日,229344,7346885923
练习曲,399411004,7346885923
感恩节,399345010,7346885923
如果的事,229372,7344108618
最初的梦想,229232,7344108618
一个像夏天一个像秋天,229215,7344108618
是非题,229217,7344108618
孤独面店,1909021556,7281260314
男二号,1915297033,7281260314
门没锁,1909604321,7281260314
现在的她 (正式版),1911580558,7281260314
门没锁（女声版）,1908392914,7281260314
留香,1913262091,7281260314
挂断,1914692581,7281260314
从那天起,1909955412,7281260314
廿,1907710159,7209600181
无感,1412515251,7209600181
Fire,1339951358,7209600181
鲨影,1301573322,7209600181
Fire (Live),1380107152,7209600181
无感 (Live),1907079081,7209600181
我的世界守则·现场改编版,1808429322,7209600181
平凡中的不平凡,1885175990,7209600181
那个女孩,28193424,7209602118
最佳听众,25648051,7209602118
给陌生人的情书,101409,7209602118
小丑面具,101349,7209602118
My Logo,101416,7209602118
Say No,101407,7209602118
撑伞,101408,7209602118
心疼.笔记本,101413,7209602118
狂草,101348,7209602118
回家过年,866018148,7209602118
我的世界守则,1807581858,7206631856
亲爱的中国，我的爱,1364149857,7206631856
勋章,35447132,7095440039
致爱 Your Song,34852348,7095440039
微白城市,448916293,7095440039
夜行记 (Say it),472141805,7095440039
有点儿意思,35407047,7095440039
原动力,399340478,7095440039
冒险时间,35407048,7095440039
海底,411236726,7095440039
封印,411236758,7095440039
如果 What if I said,461301098,7095440039
Love U 2,70713,7058187077
有借有还,25641393,7058187077
我门,414002848,7058187077
因你,488256625,7058187077
表白,399354629,7058187077
今天终于知道错,70852,7058187077
着迷,473441510,7058187077
女皇,70664,7058187077
W企划,421124756,7058187077
死性不改,344942,7058193855
二缺一,212162,7058193855
我很想爱他,382956,7058193855
明明,212007,7058193855
风筝与风,382501,7058193855
眼红红,382500,7058193855
恋爱大过天,384129,7058193855
因为爱所以爱,168959,7058170171
玉蝴蝶,168816,7058170171
活着Viva,168905,7058170171
黄,168282,7058170171
无声仿有声,169128,7058170171
只要为你活一天,169054,7058170171
穿越火线,28872370,7058170171
和华丽有约,31192441,7058170171
烟霞,287744,7058124029
怯,28111262,7058124029
心淡,287686,7058124029
破相 (Live),27867507,7058124029
破相,286820,7058124029
黄色大门 (Live),27867515,7058124029
16号爱人,287011,7058124029
K歌之王,65337,7058189487
你的背包,65334,7058189487
人来人往,66378,7058189487
岁月如歌,30569023,7058189487
全世界失眠,67381,7058189487
K歌之王(粤),26608788,7058189487
刻不容缓,287634,7058655974
C3PO,452986818,7058655974
失魂记,471882105,7058655974
一个也不能少,427296245,7058655974
黑胶,471882100,7058655974
30克,471882107,7058655974
不见就散,1417625726,7058655974
给歌迷梁小姐的公开信,471882104,7058655974
五十路,471882101,7058655974
弥敦道,95578,7058730273
回到最爱的那天,31514953,7058730273
少年游记,32683062,7058730273
一夜城,95392,7058730273
